Facility Name,Website,City,State,Facility Type,Sports Offered,Indoor Court Status,Number of Courts,Court Count Notes,Decision Maker First Name,Decision Maker Last Name,Decision Maker Title,Public Direct Email,Shared Facility Email,Guessed Email 1,Guessed Email 2,Guessed Email 3,Guessed Email 4,Guessed Email 5,Guessed Email 6,Email Domain,Qualification Status,Research Notes,Source URLs,Retrieval Method,Requested URL,Final URL,Failure Reason
Bellevue Pickleball Club,https://www.thebellevuepickleballclub.com/,Bellevue,WA,Pickleball Club,pickleball,Indoor,,,,,,,contact@thebellevuepickleballclub.com,,,,,,,thebellevuepickleballclub.com,Confirmed Indoor,Indoor court language found on site. WA location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.thebellevuepickleballclub.com/ | https://www.thebellevuepickleballclub.com/faqs-and-contact-page,Playwright,https://thebellevuepickleballclub.com,https://www.thebellevuepickleballclub.com/,
BellevueDowntown.com,https://www.bellevuedowntown.com/,Bellevue,WA,School,tennis; basketball,Indoor,,,Mia,Marshall,Owner,,info@bellevuedowntown.com,mia@bellevuedowntown.com,mia.marshall@bellevuedowntown.com,miamarshall@bellevuedowntown.com,mmarshall@bellevuedowntown.com,m.marshall@bellevuedowntown.com,miam@bellevuedowntown.com,bellevuedowntown.com,Confirmed Indoor,Indoor court language found on site. WA location evidence: address. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program). Guessed emails are UNVERIFIED pattern permutations - not published addresses.,https://www.bellevuedowntown.com/ | https://www.bellevuedowntown.com/engage/about-engage | https://www.bellevuedowntown.com/about/about-the-bda | https://www.bellevuedowntown.com/about/board-of-directors | https://www.bellevuedowntown.com/about/email-alerts | https://www.transmanage.org/lander,Playwright,https://bellevuedowntown.com,https://www.bellevuedowntown.com/,
Bellingham Athletic Club,https://bellinghamathleticclub.com/,Bellingham,WA,Athletic Center,pickleball; basketball; racquetball; handball,Indoor,,,,,,,,,,,,,,bellinghamathleticclub.com,Confirmed Indoor,Indoor court language found on site. WA location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://bellinghamathleticclub.com/ | https://bellinghamathleticclub.com/facilities-overview | https://bellinghamathleticclub.com/membership/club-amenities | https://bellinghamathleticclub.com/programs/aquatics-and-swimming | https://bellinghamathleticclub.com/programs/racquetball,Playwright,https://bellinghamathleticclub.com,https://bellinghamathleticclub.com/,
Bellingham Training & Tennis,https://betrainingtennis.com/,Bellingham,WA,Racquet / Tennis Club,tennis,Indoor,5,"d a comfortable lobby with complimentary coffee and tea. Tennis members enjoy play on our five indoor tennis courts, plus the added benefit of fitness access to help you stay strong, mobile, and ready for",Robin,Robertson,Owner,,,robin@betrainingtennis.com,robin.robertson@betrainingtennis.com,robinrobertson@betrainingtennis.com,rrobertson@betrainingtennis.com,r.robertson@betrainingtennis.com,robinr@betrainingtennis.com,betrainingtennis.com,Confirmed Indoor,Indoor court language found on site. WA location evidence: address. Paid access signals present (membership/rental/program). Guessed emails are UNVERIFIED pattern permutations - not published addresses.,https://betrainingtennis.com/ | https://betrainingtennis.com/membershipcontactpage/ | https://betrainingtennis.com/about-us/ | https://betrainingtennis.com/facilities/ | https://betrainingtennis.com/meet-the-team/ | https://betrainingtennis.com/meet-the-fitness-team/ | https://betrainingtennis.com/memberships/,Playwright,https://betrainingtennis.com,https://betrainingtennis.com/,
Bigrockpb,https://www.bigrockpb.com/,Mount Vernon,WA,Pickleball Club,pickleball,Indoor,,,,,,melissa@bigrockpb.com,,,,,,,,bigrockpb.com,Confirmed Indoor,Indoor court language found on site. WA location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.bigrockpb.com/ | https://www.bigrockpb.com/about | https://www.bigrockpb.com/book-online | https://www.bigrockpb.com/lobbing-machine-rental,Playwright,https://bigrockpb.com,https://www.bigrockpb.com/,
Bloedel Reserve,https://bloedelreserve.org/,Bainbridge Island,WA,Unknown,squash,Indoor,,,Dan,Walker,Director of Operations,,,dan@bloedelreserve.org,dan.walker@bloedelreserve.org,danwalker@bloedelreserve.org,dwalker@bloedelreserve.org,d.walker@bloedelreserve.org,danw@bloedelreserve.org,bloedelreserve.org,Confirmed Indoor,Indoor court language found on site. WA location evidence: address. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program). Guessed emails are UNVERIFIED pattern permutations - not published addresses.,https://bloedelreserve.org/ | https://bloedelreserve.org/membership/ | https://bloedelreserve.org/about/ | https://bloedelreserve.org/principle-programs/ | https://bloedelreserve.org/contact/ | https://bloedelreserve.org/about/staff-and-board/ | https://bloedelreserve.org/about/careers/,Playwright,https://bloedelreserve.org,https://bloedelreserve.org/,
Boys & Girls Clubs,https://positiveplace.org/,Tukwila,WA,School,basketball; volleyball,Indoor,,,Lori,Bae,President,,hello@positiveplace.org,lori@positiveplace.org,lori.bae@positiveplace.org,loribae@positiveplace.org,lbae@positiveplace.org,l.bae@positiveplace.org,lorib@positiveplace.org,positiveplace.org,Confirmed Indoor,Indoor court language found on site. WA location evidence: address. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program). Guessed emails are UNVERIFIED pattern permutations - not published addresses.,https://positiveplace.org/ | https://positiveplace.org/creating-lasting-impact-together/ | https://positiveplace.org/core-programming/ | https://positiveplace.org/contact-us/ | https://positiveplace.org/leadership/ | https://positiveplace.org/volunteer-leadership/ | https://positiveplace.org/my-clubhub/,Playwright,https://positiveplace.org,https://positiveplace.org/,
Boys & Girls Clubs of Bellevue,https://www.bgcbellevue.org/,Bellevue,WA,School,basketball; volleyball; futsal,Indoor,,,,,,,,,,,,,,bgcbellevue.org,Confirmed Indoor,Indoor court language found on site. WA location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.bgcbellevue.org/ | https://www.bgcbellevue.org/Programs | https://www.bgcbellevue.org/Our-Clubs/Contact_Us | https://www.bgcbellevue.org/Programs/Athletics | https://www.bgcbellevue.org/Programs/Teens/BE-Great-Graduate | https://www.bgcbellevue.org/Programs/BeforeAfterSchool2627 | https://www.bgcbellevue.org/Programs/Preschool2627,Playwright,https://bgcbellevue.org,https://www.bgcbellevue.org/,
Buckets,https://bucketsgym.com/,,WA,Health Club,pickleball; basketball; volleyball,Indoor,,,,,,,,,,,,,,bucketsgym.com,Confirmed Indoor,Indoor court language found on site. WA location evidence: phone. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://bucketsgym.com/ | https://bucketsgym.com/court-rentals | https://bucketsgym.com/contact,Playwright,https://bucketsgym.com,https://bucketsgym.com/,
Campus Recreation,https://campusrec.wwu.edu/,Bellingham,WA,College / University,pickleball; basketball; volleyball,Indoor,,,,,,,,,,,,,,campusrec.wwu.edu,Confirmed Indoor,Indoor court language found on site. WA location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://campusrec.wwu.edu/ | https://campusrec.wwu.edu/membership | https://campusrec.wwu.edu/staff-directory | https://campusrec.wwu.edu/wellness,Playwright,https://campusrec.wwu.edu,https://campusrec.wwu.edu/,
Cascade Volleyball Club of Seattle,https://cascade-volleyball-club-of-seattle.sportngin.com/,Seattle,WA,School,volleyball,Indoor,,,Valerie,Koch,Executive Director,,,valerie@cascade-volleyball-club-of-seattle.sportngin.com,valerie.koch@cascade-volleyball-club-of-seattle.sportngin.com,valeriekoch@cascade-volleyball-club-of-seattle.sportngin.com,vkoch@cascade-volleyball-club-of-seattle.sportngin.com,v.koch@cascade-volleyball-club-of-seattle.sportngin.com,valeriek@cascade-volleyball-club-of-seattle.sportngin.com,cascade-volleyball-club-of-seattle.sportngin.com,Confirmed Indoor,Indoor court language found on site. WA location evidence: address. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program). Guessed emails are UNVERIFIED pattern permutations - not published addresses.,https://cascade-volleyball-club-of-seattle.sportngin.com/ | https://cascade-volleyball-club-of-seattle.sportngin.com/aboutus | https://cascade-volleyball-club-of-seattle.sportngin.com/page/show/8045546-contact-us | https://cascade-volleyball-club-of-seattle.sportngin.com/page/show/8045550-facilities-and-maps,Playwright,https://cascade-volleyball-club-of-seattle.sportngin.com,https://cascade-volleyball-club-of-seattle.sportngin.com/,
Central Washington University Athletics,https://wildcatsports.com/,Ellensburg,WA,College / University,tennis; basketball; volleyball,Indoor,,,,,,,,,,,,,,wildcatsports.com,Confirmed Indoor,Indoor court language found on site. WA location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://wildcatsports.com/ | https://wildcatsports.com/facilities | https://wildcatsports.com/sports/2024/9/18/external-rentals.aspx | https://wildcatsports.com/staff-directory | https://wildcatsports.com/sports/2017/7/19/social-media-directory | https://wildcatsports.com/sports/2020/2/11/HOF.aspx | https://wildcatsports.com/news/2026/7/27/womens-soccer-central-washington-athletics-mourns-the-passing-of-former-soccer-player-bryn-waite.aspx,Playwright,https://wildcatsports.com,https://wildcatsports.com/,
Coworking Space in Edmonds WA | Workhorse Coworking,https://joinworkhorse.com/,Edmonds,WA,Unknown,pickleball; tennis,Indoor,,,,,,,contact@joinworkhorse.com,,,,,,,joinworkhorse.com,Confirmed Indoor,Indoor court language found on site. WA location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://joinworkhorse.com/ | https://joinworkhorse.com/membership/private-office-edmonds-wa/ | https://joinworkhorse.com/membership/ | https://joinworkhorse.com/membership/dedicated-desk/ | https://joinworkhorse.com/membership/hot-desk/ | https://joinworkhorse.com/local-business-membership/ | https://joinworkhorse.com/membership/coworking-day-pass-edmonds-wa/,Playwright,https://joinworkhorse.com,https://joinworkhorse.com/,
Des Moines Historical Society,https://dmhs.org/,Des Moines,WA,Unknown,basketball,Indoor,,,Richard,Kennedy,President,,info@dmhs.org,richard@dmhs.org,richard.kennedy@dmhs.org,richardkennedy@dmhs.org,rkennedy@dmhs.org,r.kennedy@dmhs.org,richardk@dmhs.org,dmhs.org,Confirmed Indoor,Indoor court language found on site. WA location evidence: address. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program). Guessed emails are UNVERIFIED pattern permutations - not published addresses.,https://dmhs.org/ | https://dmhs.org/about.html,Playwright,https://dmhs.org,https://dmhs.org/,
Desiree Renshaw,https://therenshawgroup.com/,,WA,Unknown,pickleball; basketball; volleyball,Indoor,,,,,,desiree@therenshawgroup.com,team@therenshawgroup.com,,,,,,,therenshawgroup.com,Confirmed Indoor,Indoor court language found on site. WA location evidence: phone. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://therenshawgroup.com/ | https://therenshawgroup.com/about/community-page/ | https://therenshawgroup.com/about/ | https://therenshawgroup.com/contact/,Playwright,https://therenshawgroup.com,https://therenshawgroup.com/,
Diamond Sports Training Center,https://www.diamondsportstrainingcenter.com/,Puyallup,WA,School,tennis,Indoor,,,,,,,info@diamondsportstrainingcenter.com,,,,,,,diamondsportstrainingcenter.com,Confirmed Indoor,Indoor court language found on site. WA location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.diamondsportstrainingcenter.com/ | https://www.diamondsportstrainingcenter.com/about/strength-training/10142 | https://www.diamondsportstrainingcenter.com/about/diamond-sports-facility/9915 | https://www.diamondsportstrainingcenter.com/about/camps/10141 | https://www.diamondsportstrainingcenter.com/about/instruction/9925 | https://www.diamondsportstrainingcenter.com/about/summer-junior-bulldogs/165967,Playwright,https://diamondsportstrainingcenter.com,https://www.diamondsportstrainingcenter.com/,
DiscNW,https://www.discnw.org/,Seattle,WA,Private Club,tennis,Indoor,,,,,,,info@discnw.org,,,,,,,discnw.org,Confirmed Indoor,Indoor court language found on site. WA location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.discnw.org/ | https://www.discnw.org/en_us/about-discnw | https://www.discnw.org/en_us/staff | https://www.discnw.org/en_us/about-ultimate | https://www.discnw.org/en_us/ultimate-coffee-program | https://www.discnw.org/about-discnw | https://www.discnw.org/about-ultimate,Playwright,https://discnw.org,https://www.discnw.org/,
E90,https://e90soccer.com/,Tukwila,WA,Unknown,futsal,Indoor,5,"lds. E90 boasts eight indoor playing surfaces. Four 5v5 fields, two 7v7 fields, and two 5v5 futsal courts. All fields are laid with the highest quality championship-grade turf. SoccerBot 360. Soc",,,,,contact@e90soccer.com,,,,,,,e90soccer.com,Confirmed Indoor,Indoor court language found on site. WA location evidence: address. No decision maker found on public pages. Paid access signals present (membership/rental/program).,https://e90soccer.com/ | https://e90soccer.com/about | https://e90soccer.com/facility | https://e90soccer.com/membership | https://e90soccer.com/programs,Playwright,https://e90soccer.com,https://e90soccer.com/,
Emerald Rain Volleyball Club,https://emerald-rain.com/,,WA,Private Club,volleyball,Indoor,,,,,,christie@emerald-rain.com,,,,,,,,emerald-rain.com,Confirmed Indoor,Indoor court language found on site. WA location evidence: phone. No decision maker found on public pages. No court count stated by a reliable source; left blank.,https://emerald-rain.com/ | https://emerald-rain.com/club/welcome | https://emerald-rain.com/club/coaching-staff | https://emerald-rain.com/club/contact,Playwright,https://emerald-rain.com,https://emerald-rain.com/,
Eric Table Tennis Club,https://erictabletennis.com/,Redmond,WA,Racquet / Tennis Club,tennis,Indoor,,,,,,erictabletennisacademy@gmail.com,,,,,,,,erictabletennis.com,Confirmed Indoor,Indoor court language found on site. WA location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://erictabletennis.com/ | https://erictabletennis.com/wp-content/uploads/2025/09/eric-table-tennis-academy-players-on-courts.jpg | https://erictabletennis.com/wp-content/uploads/2025/09/eric-table-tennis-academy-seating-and-courts.jpg | https://erictabletennis.com/wp-content/uploads/2025/09/eric-table-tennis-academy-indoor-facility-players.jpg,Playwright,https://erictabletennis.com,https://erictabletennis.com/,
Evbc,https://extreme-volleyballclub.com/,Liberty Lake,WA,School,volleyball,Indoor,,,,,,,,,,,,,,extreme-volleyballclub.com,Confirmed Indoor,Indoor court language found on site. WA location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://extreme-volleyballclub.com/ | https://extreme-volleyballclub.com/about,Playwright,https://extreme-volleyballclub.com,https://extreme-volleyballclub.com/,
Family First Community Center,https://familyfirstrenton.org/,Renton,WA,School,pickleball; volleyball,Indoor,2,ug 5 | 4:00 pm Adults 18+ can drop in to play pickleball and connect with other locals. 1/2 court only during modified hours. Aug 6 | 10:00 am Seated Stretching for Seniors Aug 6 | 10:00,,,,,,,,,,,,familyfirstrenton.org,Confirmed Indoor,Indoor court language found on site. WA location evidence: address. No decision maker found on public pages. Paid access signals present (membership/rental/program).,https://familyfirstrenton.org/ | https://familyfirstrenton.org/programs/ | https://familyfirstrenton.org/program-category/toddlers/ | https://familyfirstrenton.org/program-category/young-children/ | https://familyfirstrenton.org/program-category/teens/ | https://familyfirstrenton.org/program-category/families/ | https://familyfirstrenton.org/program-category/adults-seniors/,Playwright,https://familyfirstrenton.org,https://familyfirstrenton.org/,
FeatherFlight Badminton,https://featherflightbadminton.com/,,WA,Unknown,badminton,Indoor,,,,,,featherflightacademy@gmail.com,team@featherflightbadminton.com,,,,,,,featherflightbadminton.com,Confirmed Indoor,Indoor court language found on site. WA location evidence: zip. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://featherflightbadminton.com/ | https://featherflightbadminton.com/book-a-court | https://featherflightbadminton.com/contact,Playwright,https://featherflightbadminton.com,https://featherflightbadminton.com/,
Federal Way Community Center,https://itallhappenshere.org/,,WA,School,pickleball; basketball; volleyball,Indoor,,,,,,,,,,,,,,itallhappenshere.org,Confirmed Indoor,Indoor court language found on site. WA location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://itallhappenshere.org/ | https://itallhappenshere.org/visit/fees-membership/ | https://itallhappenshere.org/visit/fees-membership/fee-assistance/ | https://itallhappenshere.org/about-fwcc/ | https://itallhappenshere.org/gym-court/ | https://itallhappenshere.org/programs/inclusive-recreation/,Playwright,https://itallhappenshere.org,https://itallhappenshere.org/,
Forge Fitness,https://forgefitgym.com/,Lynden,WA,Health Club,racquetball,Indoor,,,,,,,info@forgefitgym.com,,,,,,,forgefitgym.com,Confirmed Indoor,Indoor court language found on site. WA location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://forgefitgym.com/ | https://forgefitgym.com/pages/memberships | https://forgefitgym.com/pages/contact-us-1 | https://forgefitgym.com/pages/info-coming-soon,Playwright,https://forgefitgym.com,https://forgefitgym.com/,
Foushée,https://www.foushee.com/,Bellevue,WA,College / University,basketball,Indoor,,,Eric,Jones,President,,,eric@foushee.com,eric.jones@foushee.com,ericjones@foushee.com,ejones@foushee.com,e.jones@foushee.com,ericj@foushee.com,foushee.com,Confirmed Indoor,Indoor court language found on site. WA location evidence: address. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program). Guessed emails are UNVERIFIED pattern permutations - not published addresses.,https://www.foushee.com/ | https://www.foushee.com/about | https://www.foushee.com/about/approach | https://www.foushee.com/about/people | https://www.foushee.com/contact,Playwright,https://foushee.com,https://www.foushee.com/,
Game Winner Athletics Facility,https://gwathleticsfacility.com/,Longview,WA,School,basketball,Indoor,,,,,,gwathleticsfacility@gmail.com,,,,,,,,gwathleticsfacility.com,Confirmed Indoor,Indoor court language found on site. WA location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://gwathleticsfacility.com/ | https://gwathleticsfacility.com/programs | https://gwathleticsfacility.com/about | https://gwathleticsfacility.com/contact | https://gwathleticsfacility.com/membership | https://gwathleticsfacility.com/rentals,Playwright,https://gwathleticsfacility.com,https://gwathleticsfacility.com/,
Glover Empower Mentoring,https://gemwa.org/,Kent,WA,School,basketball,Indoor,,,Dr.,Glover,Executive Director,,info@gemwa.org,dr@gemwa.org,dr.glover@gemwa.org,drglover@gemwa.org,dglover@gemwa.org,d.glover@gemwa.org,drg@gemwa.org,gemwa.org,Confirmed Indoor,Indoor court language found on site. WA location evidence: address. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program). Guessed emails are UNVERIFIED pattern permutations - not published addresses.,https://gemwa.org/ | https://gemwa.org/who-we-are/ | https://gemwa.org/meet-our-team/ | https://gemwa.org/community-programs/ | https://gemwa.org/educational-programs/ | https://gemwa.org/diversion-programs/ | https://gemwa.org/athletic-programs/,Playwright,https://gemwa.org,https://gemwa.org/,
Go Time Athletics,https://www.gotimeathletics.com/,Seattle,WA,School,basketball; volleyball,Indoor,,,,,,ryan@gotimeathletics.com,info@gotimeathletics.com,,,,,,,gotimeathletics.com,Confirmed Indoor,Indoor court language found on site. WA location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://www.gotimeathletics.com/ | https://www.gotimeathletics.com/volleyball-court-rental | https://www.gotimeathletics.com/young-beginners-program | https://www.gotimeathletics.com/washington-baseball-academy-program | https://www.gotimeathletics.com/international-program | https://www.gotimeathletics.com/batting-cages,Playwright,https://gotimeathletics.com,https://www.gotimeathletics.com/,
Gonzaga University Athletics,https://gozags.com/,Spokane,WA,College / University,tennis; basketball; volleyball,Indoor,,,Mark,Livingston,General Manager,mark.livingston@gonzagasportsproperties.com,,,,,,,,gonzagasportsproperties.com,Confirmed Indoor,Indoor court language found on site. WA location evidence: address. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).,https://gozags.com/ | https://gozags.com/staff-directory/chris-standiford/8 | https://gozags.com/facilities | https://gozags.com/sports/2018/6/12/ot-gonz-about-us-html | https://gozags.com/staff-directory | https://gozags.com/sports/2018/7/11/zag-basketball-access | https://gozags.com/sports/2021/6/15/Zag%2520Contact%2520Us,Playwright,https://gozags.com,https://gozags.com/,
High School Tennis,https://www.highschooltennis.us/,Edmonds,WA,Racquet / Tennis Club,tennis,Indoor,10,junior performance program and a full slate of junior summer camps. The facility includes ten indoor tennis courts and is complimented by Center Court Café serving up delicious food and beverages and Dick,,,,,,,,,,,,highschooltennis.us,Confirmed Indoor,Indoor court language found on site. WA location evidence: address. No decision maker found on public pages. Paid access signals present (membership/rental/program).,https://www.highschooltennis.us/ | https://www.highschooltennis.us/practice-train/indoor-facilities,Playwright,https://highschooltennis.us,https://www.highschooltennis.us/,
