Facility ID,Facility Name,Website,City,State,Facility Type,Sports Offered,Indoor Court Status,Qualification Status,Indoor Evidence,Number of Courts,Court Count Notes,Decision Maker First Name,Decision Maker Last Name,Decision Maker Full Name,Decision Maker Title,Company Domain,Published Direct Email,Shared Facility Email,Guessed Email 1,Guessed Email 2,Guessed Email 3,Guessed Email 4,Guessed Email 5,Guessed Email 6,Emails Found,Research Notes,Source URLs
NC-REVIEW-0011,Archaeology,https://archaeology.sites.unc.edu/,Chapel Hill,NC,College / University,squash,Unclear,Needs Review,Court sport confirmed on the facility site; no explicit indoor or outdoor statement found on the crawled pages. Needs a human check of the website or a call before outreach.,,,,,,,archaeology.sites.unc.edu,,,,,,,,,35,"Court sports and paid access found, but indoor/outdoor not stated. NC location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://archaeology.sites.unc.edu/ | https://archaeology.sites.unc.edu/home/ca/about | https://archaeology.sites.unc.edu/home/ca/degree-programs | https://archaeology.sites.unc.edu/home/rla/team | https://archaeology.sites.unc.edu/home/rla/public-service | https://archaeology.sites.unc.edu/home/people/directory-of-graduate-students | https://archaeology.sites.unc.edu/home/contact-us
NC-REVIEW-0012,Asheboro Racquet & Swim Club,https://ashebororacquetswim.signupengine.co/,Asheboro,NC,Racquet / Tennis Club,tennis,Unclear,Needs Review,Court sport confirmed on the facility site; no explicit indoor or outdoor statement found on the crawled pages. Needs a human check of the website or a call before outreach.,4,"petitive and recreational players. Four Lighted Courts Keep playing into the evening with four courts equipped for night matches and practices. Tennis Year Round Weekly organized play, clinic",,,,,ashebororacquetswim.signupengine.co,asheboroclub@gmail.com,,,,,,,,1,"Court sports and paid access found, but indoor/outdoor not stated. NC location evidence: address. No decision maker found on public pages. Paid access signals present (membership/rental/program).",https://ashebororacquetswim.signupengine.co/ | https://ashebororacquetswim.signupengine.co/membership-asheboro-racquet-and-swim-club/ | https://ashebororacquetswim.signupengine.co/membership-tracker/
NC-REVIEW-0013,Athletic Lab,https://www.athleticlab.com/,Morrisville,NC,Unknown,volleyball,Unclear,Needs Review,Court sport confirmed on the facility site; no explicit indoor or outdoor statement found on the crawled pages. Needs a human check of the website or a call before outreach.,,,Cate,Young,Cate Young,Director of Operations,athleticlab.com,,info@athleticlab.com,cate@athleticlab.com,cate.young@athleticlab.com,cateyoung@athleticlab.com,cyoung@athleticlab.com,c.young@athleticlab.com,catey@athleticlab.com,1,"Court sports and paid access found, but indoor/outdoor not stated. NC location evidence: address. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program). Guessed emails are UNVERIFIED pattern permutations - not published addresses.",https://www.athleticlab.com/ | https://www.athleticlab.com/about/facility/ | https://www.athleticlab.com/about/staff/ | https://www.athleticlab.com/about/faqs/
NC-REVIEW-0014,Athletic Republic - Cary,https://cary.athleticrepublic.com/,Cary,NC,Health Club,tennis; basketball; volleyball,Unclear,Needs Review,Court sport confirmed on the facility site; no explicit indoor or outdoor statement found on the crawled pages. Needs a human check of the website or a call before outreach.,,,,,,,athleticrepublicteam.com,cary@athleticrepublicteam.com,,,,,,,,1,"Court sports and paid access found, but indoor/outdoor not stated. NC location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://cary.athleticrepublic.com/ | https://cary.athleticrepublic.com/about-us/ | https://cary.athleticrepublic.com/contact/ | https://cary.athleticrepublic.com/acl-bridge-program/ | https://cary.athleticrepublic.com/sports-performance-training-cary-nc/ | https://cary.athleticrepublic.com/fitness-training-cary-nc/
NC-REVIEW-0015,Ayden Golf and Country Club,https://www.aydengolf.com/,Ayden,NC,Country Club,tennis,Unclear,Needs Review,Court sport confirmed on the facility site; no explicit indoor or outdoor statement found on the crawled pages. Needs a human check of the website or a call before outreach.,,,,,,,aydengolf.com,sales@aydengolf.com,,,,,,,,2,"Court sports and paid access found, but indoor/outdoor not stated. NC location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://www.aydengolf.com/ | https://www.aydengolf.com/aboutus/ | https://www.aydengolf.com/aboutus/coursephotos/ | https://www.aydengolf.com/aboutus/rates/ | https://www.aydengolf.com/aboutus/events/ | https://www.aydengolf.com/aboutus/memberships/ | https://www.aydengolf.com/facilities/
NC-REVIEW-0016,BadmintonClubs,https://badmintonclubs.org/,,NC,College / University,badminton,Unclear,Needs Review,Court sport confirmed on the facility site; no explicit indoor or outdoor statement found on the crawled pages. Needs a human check of the website or a call before outreach.,,,,,,,badmintonclubs.org,,,,,,,,,0,"Court sports and paid access found, but indoor/outdoor not stated. NC location evidence: mention. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://badmintonclubs.org/ | https://badmintonclubs.org/about | https://badmintonclubs.org/contact
NC-REVIEW-0017,Bald Head Island Club,https://www.bhiclub.net/,Southport,NC,Country Club,pickleball; tennis,Unclear,Needs Review,Court sport confirmed on the facility site; no explicit indoor or outdoor statement found on the crawled pages. Needs a human check of the website or a call before outreach.,4,". The full amenities club includes golf, tennis, fitness, and dining for members only Our four courts are surfaced with Mondoten, a multi-layer rubberized system that optimizes shock absorpti",Jeff,Archer,Jeff Archer,Tennis Director,bhiclub.net,jarcher@bhiclub.net,,,,,,,,36,"Court sports and paid access found, but indoor/outdoor not stated. NC location evidence: address. Paid access signals present (membership/rental/program).",https://www.bhiclub.net/ | https://www.bhiclub.net/web/pages/membership | https://www.bhiclub.net/web/pages/contact-us | https://www.bhiclub.net/web/pages/membership-inquiry | https://www.bhiclub.net/web/pages/court-rules
NC-REVIEW-0018,Barclay Downs Swim and Racquet Club |,https://bdswimclub.com/,Charlotte,NC,Racquet / Tennis Club,pickleball; tennis,Unclear,Needs Review,Court sport confirmed on the facility site; no explicit indoor or outdoor statement found on the crawled pages. Needs a human check of the website or a call before outreach.,6,"relaxation where they can swim in the spacious pool, play tennis and pickleball on one of six courts, or enjoy a meal at the snack bar. Social events are offered for families throughout the",Strata,Management,Strata Management,Manager,bdswimclub.com,,,strata@bdswimclub.com,strata.management@bdswimclub.com,stratamanagement@bdswimclub.com,smanagement@bdswimclub.com,s.management@bdswimclub.com,stratam@bdswimclub.com,15,"Court sports and paid access found, but indoor/outdoor not stated. NC location evidence: address. Paid access signals present (membership/rental/program). Guessed emails are UNVERIFIED pattern permutations - not published addresses.",https://bdswimclub.com/ | https://bdswimclub.com/contact/ | https://bdswimclub.com/about/ | https://bdswimclub.com/tennis/ | https://bdswimclub.com/renovation-plans/
NC-REVIEW-0019,Barracuda Volleyball Club,https://barracudavb.com/,,NC,Health Club,volleyball,Unclear,Needs Review,Court sport confirmed on the facility site; no explicit indoor or outdoor statement found on the crawled pages. Needs a human check of the website or a call before outreach.,,,,,,,barracudavb.com,,info@barracudavb.com,,,,,,,4,"Court sports and paid access found, but indoor/outdoor not stated. NC location evidence: mention. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://barracudavb.com/ | https://barracudavb.com/programs | https://barracudavb.com/contact
NC-REVIEW-0020,Basketball Myworld,https://basketballmyworld.com/,Cary,NC,Unknown,basketball,Unclear,Needs Review,Court sport confirmed on the facility site; no explicit indoor or outdoor statement found on the crawled pages. Needs a human check of the website or a call before outreach.,,,,,,,basketballmyworld.com,,info@basketballmyworld.com,,,,,,,1,"Court sports and paid access found, but indoor/outdoor not stated. NC location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://basketballmyworld.com/ | https://basketballmyworld.com/about-us/ | https://basketballmyworld.com/our-programs/ | https://basketballmyworld.com/contact-us/ | https://basketballmyworld.com/join-us-for-our-spring-program/
NC-REVIEW-0021,Baywood Racquet Club,https://baywoodracquetclub.com/,Winterville,NC,Racquet / Tennis Club,tennis,Unclear,Needs Review,Court sport confirmed on the facility site; no explicit indoor or outdoor statement found on the crawled pages. Needs a human check of the website or a call before outreach.,2,ey even planted pine trees that are still standing today. The club grew from the original two courts to the five courts we enjoy today. CLUB HISTORY Construction on the Baywood Clubhouse Beg,Kevin,Brandalik,Kevin Brandalik,Director of Tennis,baywoodracquetclub.com,kevin@baywoodracquetclub.com,office@baywoodracquetclub.com,,,,,,,3,"Court sports and paid access found, but indoor/outdoor not stated. NC location evidence: address. Paid access signals present (membership/rental/program).",https://baywoodracquetclub.com/ | https://baywoodracquetclub.com/contact-us/ | https://baywoodracquetclub.com/membership/ | https://baywoodracquetclub.com/programs/ | https://baywoodracquetclub.com/about-baywood-racquet-club/
NC-REVIEW-0022,Beaufort Club,https://beaufort-club.com/,Beaufort,NC,Private Club,pickleball; tennis,Unclear,Needs Review,Court sport confirmed on the facility site; no explicit indoor or outdoor statement found on the crawled pages. Needs a human check of the website or a call before outreach.,,,,,,,beaufort-club.com,jen@beaufort-club.com,info@beaufort-club.com,,,,,,,2,"Court sports and paid access found, but indoor/outdoor not stated. NC location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://beaufort-club.com/ | https://beaufort-club.com/PublicEventManagement/PublicEventCalendar | https://beaufort-club.com/Join
NC-REVIEW-0023,Bermuda Run Country Club,https://www.invitedclubs.com/clubs/bermuda-run-country-club,Bermuda Run,NC,Country Club,pickleball; tennis,Unclear,Needs Review,Court sport confirmed on the facility site; no explicit indoor or outdoor statement found on the crawled pages. Needs a human check of the website or a call before outreach.,,,Brian,Meeks,Brian Meeks,General Manager,bermudaruncc.com,,,,,,,,,1,"Court sports and paid access found, but indoor/outdoor not stated. NC location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://www.invitedclubs.com/clubs/bermuda-run-country-club
NC-REVIEW-0024,Bermuda Village,https://bermudavillage.net/,Bermuda Run,NC,Country Club,pickleball; tennis,Unclear,Needs Review,Court sport confirmed on the facility site; no explicit indoor or outdoor statement found on the crawled pages. Needs a human check of the website or a call before outreach.,,,,,,,bermudavillage.net,,,,,,,,,0,"Court sports and paid access found, but indoor/outdoor not stated. NC location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://bermudavillage.net/ | https://bermudavillage.net/contact/ | https://bermudavillage.net/about-us/
NC-REVIEW-0025,Best Local Businesses and Services You Can Trust,https://www.bestprosintown.com/,Greensboro,NC,Unknown,basketball,Unclear,Needs Review,Court sport confirmed on the facility site; no explicit indoor or outdoor statement found on the crawled pages. Needs a human check of the website or a call before outreach.,,,,,,,bestprosintown.com,press@bestprosintown.com,support@bestprosintown.com,,,,,,,2,"Court sports and paid access found, but indoor/outdoor not stated. NC location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://www.bestprosintown.com/ | https://www.bestprosintown.com/contact.php | https://www.bestprosintown.com/about.php
NC-REVIEW-0026,Biltmore Volleyball Academy,https://biltmorevolleyballacademy.org/,Asheville,NC,College / University,volleyball,Unclear,Needs Review,Court sport confirmed on the facility site; no explicit indoor or outdoor statement found on the crawled pages. Needs a human check of the website or a call before outreach.,,,Jen,Peterson,Jen Peterson,Club Director,biltmorevolleyballacademy.org,jenpetersonvolleyball@gmail.com,,,,,,,,2,"Court sports and paid access found, but indoor/outdoor not stated. NC location evidence: address. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://biltmorevolleyballacademy.org/ | https://biltmorevolleyballacademy.org/about-us/ | https://biltmorevolleyballacademy.org/facilities/ | https://biltmorevolleyballacademy.org/contact-us/ | https://biltmorevolleyballacademy.org/teams/
NC-REVIEW-0027,Blue Chip Basketball Academy,https://bluechipbasketballacademy.com/,,NC,YMCA / JCC,basketball,Unclear,Needs Review,Court sport confirmed on the facility site; no explicit indoor or outdoor statement found on the crawled pages. Needs a human check of the website or a call before outreach.,,,,,,,bluechipbasketballacademy.com,bluechipbasketballacademy@gmail.com,,,,,,,,1,"Court sports and paid access found, but indoor/outdoor not stated. NC location evidence: phone. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://bluechipbasketballacademy.com/
NC-REVIEW-0028,Book Rentals,https://creeksidesportsclub.ezfacility.com/Rentals,Black Mountain,NC,Private Club,pickleball; tennis,Unclear,Needs Review,Court sport confirmed on the facility site; no explicit indoor or outdoor statement found on the crawled pages. Needs a human check of the website or a call before outreach.,,,,,,,creeksidesportsclub.ezfacility.com,,,,,,,,,1,"Court sports and paid access found, but indoor/outdoor not stated. NC location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program). Third-party email removed (not on facility domain).",https://creeksidesportsclub.ezfacility.com/Rentals | https://creeksidesportsclub.ezfacility.com/Membership
NC-REVIEW-0029,Bounce House & Party Rentals,https://www.bigbouncenc.com/,Raleigh,NC,School,basketball,Unclear,Needs Review,Court sport confirmed on the facility site; no explicit indoor or outdoor statement found on the crawled pages. Needs a human check of the website or a call before outreach.,,,,,,,bigbouncenc.com,,info@bigbouncenc.com,,,,,,,1,"Court sports and paid access found, but indoor/outdoor not stated. NC location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://www.bigbouncenc.com/ | https://www.bigbouncenc.com/contact_us/ | https://www.bigbouncenc.com/category/bounce_houses/ | https://www.bigbouncenc.com/category/water_slides/ | https://www.bigbouncenc.com/category/obstacle_courses/ | https://www.bigbouncenc.com/category/staff/
NC-REVIEW-0030,Boxcarr Handmade Cheese,https://www.boxcarrhandmadecheese.com/,Cedar Grove,NC,Unknown,squash,Unclear,Needs Review,Court sport confirmed on the facility site; no explicit indoor or outdoor statement found on the crawled pages. Needs a human check of the website or a call before outreach.,,,Samantha,Genke,Samantha Genke,Co-Founder,boxcarrhandmadecheese.com,,,samantha@boxcarrhandmadecheese.com,samantha.genke@boxcarrhandmadecheese.com,samanthagenke@boxcarrhandmadecheese.com,sgenke@boxcarrhandmadecheese.com,s.genke@boxcarrhandmadecheese.com,samanthag@boxcarrhandmadecheese.com,3,"Court sports and paid access found, but indoor/outdoor not stated. NC location evidence: address. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program). Guessed emails are UNVERIFIED pattern permutations - not published addresses.",https://www.boxcarrhandmadecheese.com/ | https://www.boxcarrhandmadecheese.com/about | https://www.boxcarrhandmadecheese.com/new-page-1
NC-REVIEW-0031,Bradleys Sports Shelby NC,https://bradleysinc.com/,Shelby,NC,Unknown,tennis; volleyball,Unclear,Needs Review,Court sport confirmed on the facility site; no explicit indoor or outdoor statement found on the crawled pages. Needs a human check of the website or a call before outreach.,,,,,,,bradleysinc.com,,,,,,,,,10,"Court sports found, but indoor/outdoor not stated. NC location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank.",https://bradleysinc.com/ | https://bradleysinc.com/about/about-us/ | https://bradleysinc.com/about/services/ | https://bradleysinc.com/contact-us/ | https://bradleysinc.com/about/
NC-REVIEW-0032,Brunswick Blackhawks,https://www.brunswickblackhawksbb.com/,,NC,Unknown,basketball,Unclear,Needs Review,Court sport confirmed on the facility site; no explicit indoor or outdoor statement found on the crawled pages. Needs a human check of the website or a call before outreach.,,,Jeremy,Hooker,Jeremy Hooker,President,brunswickblackhawksbb.com,jhooker.blackhawks@gmail.com,,,,,,,,2,"Court sports found, but indoor/outdoor not stated. NC location evidence: phone. No court count stated by a reliable source; left blank.",https://www.brunswickblackhawksbb.com/ | https://www.brunswickblackhawksbb.com/staff_pages/104245/meet-the-board-staff
NC-REVIEW-0033,Bull CIty Futsal,https://bullcityfutsal.com/,Durham,NC,School,futsal,Unclear,Needs Review,Court sport confirmed on the facility site; no explicit indoor or outdoor statement found on the crawled pages. Needs a human check of the website or a call before outreach.,,,,,,,bullcityfutsal.com,,,,,,,,,0,"Court sports and paid access found, but indoor/outdoor not stated. NC location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://bullcityfutsal.com/ | https://bullcityfutsal.com/girls-leadership-academy | https://bullcityfutsal.com/summer-2026-program | https://bullcityfutsal.com/about-us | https://bullcityfutsal.com/in-school-programs | https://bullcityfutsal.com/program-highlights
NC-REVIEW-0034,Bunn High School,https://bhs.fcschools.net/,Bunn,NC,College / University,pickleball; tennis; basketball; volleyball,Unclear,Needs Review,Court sport confirmed on the facility site; no explicit indoor or outdoor statement found on the crawled pages. Needs a human check of the website or a call before outreach.,,,Chris,Lewis,Chris Lewis,Athletic Director,bhs.fcschools.net,,,,,,,,,11,"Court sports and paid access found, but indoor/outdoor not stated. NC location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://bhs.fcschools.net/ | https://bhs.fcschools.net/about-us | https://bhs.fcschools.net/about-us/administration | https://bhs.fcschools.net/about-us/bell-schedule | https://bhs.fcschools.net/about-us/front-office | https://bhs.fcschools.net/about-us/staff-directory | https://bhs.fcschools.net/academics/meet-the-counselers
NC-REVIEW-0035,Business North Carolina,https://businessnc.com/,Charlotte,NC,Indoor Sports Complex,pickleball; tennis; volleyball; squash,Unclear,Needs Review,Court sport confirmed on the facility site; no explicit indoor or outdoor statement found on the crawled pages. Needs a human check of the website or a call before outreach.,,,,,,,businessnc.com,circulation@businessnc.com,,,,,,,,1,"Court sports found, but indoor/outdoor not stated. NC location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank.",https://businessnc.com/
NC-REVIEW-0036,Buzz City Sports Venue,https://buzzcitysportsclt.com/,Charlotte,NC,Unknown,basketball,Unclear,Needs Review,Court sport confirmed on the facility site; no explicit indoor or outdoor statement found on the crawled pages. Needs a human check of the website or a call before outreach.,,,,,,,buzzcitysportsclt.com,ashleymichelle68@gmail.com,,,,,,,,1,"Court sports found, but indoor/outdoor not stated. NC location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank.",https://buzzcitysportsclt.com/
NC-REVIEW-0037,C. LaRue Hoops,https://claruehoops.com/,,NC,College / University,basketball,Unclear,Needs Review,Court sport confirmed on the facility site; no explicit indoor or outdoor statement found on the crawled pages. Needs a human check of the website or a call before outreach.,,,,,,,claruehoops.com,anapbm@gmail.com,,,,,,,,1,"Court sports and paid access found, but indoor/outdoor not stated. NC location evidence: phone. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://claruehoops.com/ | https://claruehoops.com/hoops-programs | https://claruehoops.com/about | https://claruehoops.com/hoops-staff-1 | https://claruehoops.com/contact
NC-REVIEW-0038,Cabarrus Country Club,https://cabarruscc.org/,Concord,NC,Country Club,pickleball; tennis,Unclear,Needs Review,Court sport confirmed on the facility site; no explicit indoor or outdoor statement found on the crawled pages. Needs a human check of the website or a call before outreach.,5,"786-3104. F: 704-788-4241. facebook ... Cabarrus Country Club's tennis facilities include five pickleball courts, four hard surface courts and four lighted Har Tru courts. Novices and advanced players .",,,,,cabarruscc.org,,,,,,,,,0,"Court sports and paid access found, but indoor/outdoor not stated. NC location evidence: address. No decision maker found on public pages. Paid access signals present (membership/rental/program).",https://cabarruscc.org/ | https://cabarruscc.org/Contact | https://cabarruscc.org/About | https://cabarruscc.org/About/Family_Events | https://cabarruscc.org/About/History | https://cabarruscc.org/About/Directions | https://cabarruscc.org/About/Newsletters
NC-REVIEW-0039,Cameron Moore Tennis,https://cameronmooretennis.com/,Cary,NC,Racquet / Tennis Club,tennis,Unclear,Needs Review,Court sport confirmed on the facility site; no explicit indoor or outdoor statement found on the crawled pages. Needs a human check of the website or a call before outreach.,,,,,,,cameronmooretennis.com,,,,,,,,,0,"Court sports found, but indoor/outdoor not stated. NC location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank.",https://cameronmooretennis.com/
NC-REVIEW-0040,"Cannon & Gruber, REALTORS",https://www.cannongruber.com/,Atlantic Beach,NC,Unknown,basketball,Unclear,Needs Review,Court sport confirmed on the facility site; no explicit indoor or outdoor statement found on the crawled pages. Needs a human check of the website or a call before outreach.,,,,,,,cannongruber.com,,,,,,,,,0,"Court sports and paid access found, but indoor/outdoor not stated. NC location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://www.cannongruber.com/
NC-REVIEW-0041,Carolina Advantage Volleyball,https://www.advantagevb.com/,Morrisville,NC,College / University,volleyball,Unclear,Needs Review,Court sport confirmed on the facility site; no explicit indoor or outdoor statement found on the crawled pages. Needs a human check of the website or a call before outreach.,,,,,,,advantagevb.com,carolinaadvantagevb@gmail.com,,,,,,,,1,"Court sports and paid access found, but indoor/outdoor not stated. NC location evidence: address. No decision maker found on public pages. No court count stated by a reliable source; left blank. Paid access signals present (membership/rental/program).",https://www.advantagevb.com/ | https://www.advantagevb.com/training-programs | https://www.advantagevb.com/our-teams | https://www.advantagevb.com/about-us | https://www.advantagevb.com/facilities | https://www.advantagevb.com/join-our-staff
